model,context_length,reasoning_hop,depth,combined_accuracy,answer_accuracy,evidence_accuracy
Gemini 2.5 Flash,30000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,30000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,30000,twohop,0,75.0,75.0,75.0
Gemini 2.5 Flash,30000,twohop,33,100.0,100.0,100.0
Gemini 2.5 Flash,30000,twohop,67,100.0,100.0,100.0
Gemini 2.5 Flash,30000,twohop,100,75.0,75.0,75.0
Gemini 2.5 Flash,40000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,40000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,40000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,40000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,40000,twohop,0,100.0,100.0,100.0
Gemini 2.5 Flash,40000,twohop,33,50.0,50.0,50.0
Gemini 2.5 Flash,40000,twohop,67,75.0,75.0,75.0
Gemini 2.5 Flash,40000,twohop,100,75.0,75.0,75.0
Gemini 2.5 Flash,50000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,50000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,50000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,50000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,50000,twohop,0,75.0,75.0,75.0
Gemini 2.5 Flash,50000,twohop,33,50.0,50.0,50.0
Gemini 2.5 Flash,50000,twohop,67,50.0,50.0,50.0
Gemini 2.5 Flash,50000,twohop,100,75.0,75.0,75.0
Gemini 2.5 Flash,60000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,60000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,60000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,60000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,60000,twohop,0,75.0,75.0,75.0
Gemini 2.5 Flash,60000,twohop,33,75.0,75.0,75.0
Gemini 2.5 Flash,60000,twohop,67,50.0,50.0,50.0
Gemini 2.5 Flash,60000,twohop,100,50.0,50.0,50.0
Gemini 2.5 Flash,70000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,70000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,70000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,70000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,70000,twohop,0,75.0,75.0,75.0
Gemini 2.5 Flash,70000,twohop,33,50.0,50.0,50.0
Gemini 2.5 Flash,70000,twohop,67,50.0,50.0,50.0
Gemini 2.5 Flash,70000,twohop,100,50.0,50.0,50.0
Gemini 2.5 Flash,80000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,80000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,80000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,80000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,80000,twohop,0,75.0,75.0,75.0
Gemini 2.5 Flash,80000,twohop,33,75.0,75.0,75.0
Gemini 2.5 Flash,80000,twohop,67,50.0,50.0,50.0
Gemini 2.5 Flash,80000,twohop,100,75.0,75.0,75.0
Gemini 2.5 Flash,90000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,90000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,90000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,90000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,90000,twohop,0,75.0,75.0,75.0
Gemini 2.5 Flash,90000,twohop,33,75.0,75.0,75.0
Gemini 2.5 Flash,90000,twohop,67,50.0,50.0,50.0
Gemini 2.5 Flash,90000,twohop,100,75.0,75.0,75.0
Gemini 2.5 Flash,100000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,100000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,100000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,100000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,100000,twohop,0,50.0,50.0,50.0
Gemini 2.5 Flash,100000,twohop,33,50.0,50.0,50.0
Gemini 2.5 Flash,100000,twohop,67,50.0,50.0,50.0
Gemini 2.5 Flash,100000,twohop,100,50.0,50.0,50.0
Gemini 2.5 Flash,150000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,150000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,150000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,150000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,150000,twohop,0,50.0,50.0,50.0
Gemini 2.5 Flash,150000,twohop,33,50.0,50.0,50.0
Gemini 2.5 Flash,150000,twohop,67,50.0,50.0,50.0
Gemini 2.5 Flash,150000,twohop,100,100.0,100.0,100.0
Gemini 2.5 Flash,200000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,200000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,200000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,200000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,200000,twohop,0,75.0,75.0,75.0
Gemini 2.5 Flash,200000,twohop,33,50.0,50.0,50.0
Gemini 2.5 Flash,200000,twohop,67,50.0,50.0,50.0
Gemini 2.5 Flash,200000,twohop,100,50.0,50.0,50.0
Gemini 2.5 Flash,250000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,250000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,250000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,250000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,250000,twohop,0,50.0,50.0,50.0
Gemini 2.5 Flash,250000,twohop,33,50.0,50.0,50.0
Gemini 2.5 Flash,250000,twohop,67,50.0,50.0,50.0
Gemini 2.5 Flash,250000,twohop,100,50.0,50.0,50.0
Gemini 2.5 Flash,300000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,300000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,300000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,300000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,300000,twohop,0,75.0,75.0,75.0
Gemini 2.5 Flash,300000,twohop,33,50.0,50.0,50.0
Gemini 2.5 Flash,300000,twohop,67,50.0,50.0,50.0
Gemini 2.5 Flash,300000,twohop,100,50.0,50.0,50.0
Gemini 2.5 Flash,350000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,350000,onehop,33,50.0,50.0,50.0
Gemini 2.5 Flash,350000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,350000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,350000,twohop,0,50.0,50.0,50.0
Gemini 2.5 Flash,350000,twohop,33,50.0,50.0,50.0
Gemini 2.5 Flash,350000,twohop,67,50.0,50.0,50.0
Gemini 2.5 Flash,350000,twohop,100,50.0,50.0,50.0
Gemini 2.5 Flash,400000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,400000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,400000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,400000,onehop,100,50.0,100.0,50.0
Gemini 2.5 Flash,400000,twohop,0,75.0,75.0,75.0
Gemini 2.5 Flash,400000,twohop,33,75.0,75.0,75.0
Gemini 2.5 Flash,400000,twohop,67,75.0,75.0,75.0
Gemini 2.5 Flash,400000,twohop,100,0.0,75.0,0.0
Gemini 2.5 Flash,450000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,450000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,450000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,450000,onehop,100,75.0,100.0,75.0
Gemini 2.5 Flash,450000,twohop,0,75.0,75.0,75.0
Gemini 2.5 Flash,450000,twohop,33,50.0,50.0,50.0
Gemini 2.5 Flash,450000,twohop,67,50.0,50.0,50.0
Gemini 2.5 Flash,450000,twohop,100,50.0,50.0,50.0
Gemini 2.5 Flash,500000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,500000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,500000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,500000,onehop,100,75.0,100.0,75.0
Gemini 2.5 Flash,500000,twohop,0,50.0,50.0,50.0
Gemini 2.5 Flash,500000,twohop,33,25.0,25.0,25.0
Gemini 2.5 Flash,500000,twohop,67,0.0,25.0,0.0
Gemini 2.5 Flash,500000,twohop,100,50.0,50.0,50.0
Gemini 2.5 Flash,600000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,600000,onehop,33,50.0,50.0,50.0
Gemini 2.5 Flash,600000,onehop,67,75.0,100.0,75.0
Gemini 2.5 Flash,600000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,600000,twohop,0,0.0,0.0,0.0
Gemini 2.5 Flash,600000,twohop,33,25.0,25.0,25.0
Gemini 2.5 Flash,600000,twohop,67,25.0,25.0,25.0
Gemini 2.5 Flash,600000,twohop,100,50.0,50.0,50.0
Gemini 2.5 Flash,650000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,650000,onehop,33,75.0,100.0,75.0
Gemini 2.5 Flash,650000,onehop,67,50.0,75.0,50.0
Gemini 2.5 Flash,650000,onehop,100,75.0,100.0,75.0
Gemini 2.5 Flash,650000,twohop,0,50.0,50.0,50.0
Gemini 2.5 Flash,650000,twohop,33,0.0,0.0,0.0
Gemini 2.5 Flash,650000,twohop,67,0.0,0.0,0.0
Gemini 2.5 Flash,650000,twohop,100,50.0,50.0,50.0
Gemini 2.5 Flash,700000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,700000,onehop,33,50.0,75.0,50.0
Gemini 2.5 Flash,700000,onehop,67,75.0,75.0,75.0
Gemini 2.5 Flash,700000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,700000,twohop,0,50.0,50.0,50.0
Gemini 2.5 Flash,700000,twohop,33,0.0,0.0,0.0
Gemini 2.5 Flash,700000,twohop,67,0.0,0.0,0.0
Gemini 2.5 Flash,700000,twohop,100,50.0,50.0,50.0
Gemini 2.5 Flash,750000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,750000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,750000,onehop,67,50.0,50.0,50.0
Gemini 2.5 Flash,750000,onehop,100,50.0,100.0,50.0
Gemini 2.5 Flash,750000,twohop,0,25.0,25.0,25.0
Gemini 2.5 Flash,750000,twohop,33,0.0,0.0,0.0
Gemini 2.5 Flash,750000,twohop,67,25.0,25.0,25.0
Gemini 2.5 Flash,750000,twohop,100,0.0,0.0,0.0
Gemini 2.5 Flash,800000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,800000,onehop,33,75.0,75.0,75.0
Gemini 2.5 Flash,800000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,800000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,800000,twohop,0,75.0,75.0,75.0
Gemini 2.5 Flash,800000,twohop,33,25.0,25.0,25.0
Gemini 2.5 Flash,800000,twohop,67,0.0,0.0,0.0
Gemini 2.5 Flash,800000,twohop,100,50.0,50.0,50.0
Gemini 2.5 Flash,850000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,850000,onehop,33,75.0,100.0,75.0
Gemini 2.5 Flash,850000,onehop,67,25.0,75.0,25.0
Gemini 2.5 Flash,850000,onehop,100,75.0,100.0,75.0
Gemini 2.5 Flash,850000,twohop,0,25.0,25.0,25.0
Gemini 2.5 Flash,850000,twohop,33,25.0,25.0,25.0
Gemini 2.5 Flash,850000,twohop,67,0.0,0.0,0.0
Gemini 2.5 Flash,850000,twohop,100,50.0,50.0,50.0
Gemini 2.5 Flash,900000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,900000,onehop,33,50.0,50.0,50.0
Gemini 2.5 Flash,900000,onehop,67,0.0,50.0,0.0
Gemini 2.5 Flash,900000,onehop,100,25.0,100.0,25.0
Gemini 2.5 Flash,900000,twohop,0,25.0,25.0,25.0
Gemini 2.5 Flash,900000,twohop,33,0.0,0.0,0.0
Gemini 2.5 Flash,900000,twohop,67,0.0,0.0,0.0
Gemini 2.5 Flash,900000,twohop,100,25.0,50.0,25.0
Gemini 2.5 Flash,950000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,950000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,950000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,950000,onehop,100,100.0,100.0,100.0
Gemini 2.5 Flash,950000,twohop,0,75.0,75.0,75.0
Gemini 2.5 Flash,950000,twohop,33,25.0,25.0,25.0
Gemini 2.5 Flash,950000,twohop,67,0.0,0.0,0.0
Gemini 2.5 Flash,950000,twohop,100,50.0,50.0,50.0
Gemini 2.5 Flash,1000000,onehop,0,100.0,100.0,100.0
Gemini 2.5 Flash,1000000,onehop,33,100.0,100.0,100.0
Gemini 2.5 Flash,1000000,onehop,67,100.0,100.0,100.0
Gemini 2.5 Flash,1000000,onehop,100,75.0,75.0,75.0
Gemini 2.5 Flash,1000000,twohop,0,50.0,50.0,50.0
Gemini 2.5 Flash,1000000,twohop,33,0.0,0.0,0.0
Gemini 2.5 Flash,1000000,twohop,67,25.0,25.0,25.0
Gemini 2.5 Flash,1000000,twohop,100,50.0,50.0,50.0
Gemini 3 Flash,10000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,10000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,10000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,10000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,10000,twohop,0,75.0,75.0,75.0
Gemini 3 Flash,10000,twohop,33,50.0,50.0,50.0
Gemini 3 Flash,10000,twohop,67,50.0,50.0,50.0
Gemini 3 Flash,10000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,20000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,20000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,20000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,20000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,20000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,20000,twohop,33,75.0,75.0,75.0
Gemini 3 Flash,20000,twohop,67,50.0,50.0,50.0
Gemini 3 Flash,20000,twohop,100,75.0,75.0,75.0
Gemini 3 Flash,30000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,30000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,30000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,30000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,30000,twohop,0,75.0,75.0,75.0
Gemini 3 Flash,30000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,30000,twohop,67,50.0,50.0,50.0
Gemini 3 Flash,30000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,40000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,40000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,40000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,40000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,40000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,40000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,40000,twohop,67,75.0,75.0,75.0
Gemini 3 Flash,40000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,50000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,50000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,50000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,50000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,50000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,50000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,50000,twohop,67,100.0,100.0,100.0
Gemini 3 Flash,50000,twohop,100,75.0,75.0,75.0
Gemini 3 Flash,60000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,60000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,60000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,60000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,60000,twohop,0,75.0,75.0,75.0
Gemini 3 Flash,60000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,60000,twohop,67,75.0,75.0,75.0
Gemini 3 Flash,60000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,70000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,70000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,70000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,70000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,70000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,70000,twohop,33,75.0,75.0,75.0
Gemini 3 Flash,70000,twohop,67,75.0,75.0,75.0
Gemini 3 Flash,70000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,80000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,80000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,80000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,80000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,80000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,80000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,80000,twohop,67,50.0,50.0,50.0
Gemini 3 Flash,80000,twohop,100,75.0,75.0,100.0
Gemini 3 Flash,90000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,90000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,90000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,90000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,90000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,90000,twohop,33,75.0,75.0,75.0
Gemini 3 Flash,90000,twohop,67,75.0,75.0,75.0
Gemini 3 Flash,90000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,100000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,100000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,100000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,100000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,100000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,100000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,100000,twohop,67,75.0,75.0,75.0
Gemini 3 Flash,100000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,150000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,150000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,150000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,150000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,150000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,150000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,150000,twohop,67,100.0,100.0,100.0
Gemini 3 Flash,150000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,200000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,200000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,200000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,200000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,200000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,200000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,200000,twohop,67,75.0,75.0,100.0
Gemini 3 Flash,200000,twohop,100,75.0,75.0,75.0
Gemini 3 Flash,250000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,250000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,250000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,250000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,250000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,250000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,250000,twohop,67,75.0,75.0,75.0
Gemini 3 Flash,250000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,300000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,300000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,300000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,300000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,300000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,300000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,300000,twohop,67,75.0,75.0,75.0
Gemini 3 Flash,300000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,350000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,350000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,350000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,350000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,350000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,350000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,350000,twohop,67,100.0,100.0,100.0
Gemini 3 Flash,350000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,400000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,400000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,400000,twohop,33,75.0,75.0,75.0
Gemini 3 Flash,400000,twohop,67,75.0,75.0,100.0
Gemini 3 Flash,400000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,450000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,450000,twohop,0,75.0,75.0,100.0
Gemini 3 Flash,450000,twohop,33,75.0,75.0,100.0
Gemini 3 Flash,450000,twohop,67,100.0,100.0,100.0
Gemini 3 Flash,450000,twohop,100,75.0,75.0,100.0
Gemini 3 Flash,500000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,500000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,67,100.0,100.0,100.0
Gemini 3 Flash,500000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,600000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,33,75.0,75.0,75.0
Gemini 3 Flash,600000,twohop,67,100.0,100.0,100.0
Gemini 3 Flash,600000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,650000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,67,100.0,100.0,100.0
Gemini 3 Flash,650000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,700000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,33,50.0,50.0,75.0
Gemini 3 Flash,700000,twohop,67,100.0,100.0,100.0
Gemini 3 Flash,700000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,750000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,33,75.0,75.0,100.0
Gemini 3 Flash,750000,twohop,67,100.0,100.0,100.0
Gemini 3 Flash,750000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,800000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,800000,twohop,0,50.0,50.0,100.0
Gemini 3 Flash,800000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,800000,twohop,67,100.0,100.0,100.0
Gemini 3 Flash,800000,twohop,100,66.67,66.67,100.0
Gemini 3 Flash,850000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,850000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,850000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,850000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,850000,twohop,67,100.0,100.0,100.0
Gemini 3 Flash,850000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,900000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,900000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,900000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,900000,twohop,67,66.67,66.67,66.67
Gemini 3 Flash,900000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,950000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,950000,twohop,0,75.0,75.0,75.0
Gemini 3 Flash,950000,twohop,33,100.0,100.0,100.0
Gemini 3 Flash,950000,twohop,67,100.0,100.0,100.0
Gemini 3 Flash,950000,twohop,100,100.0,100.0,100.0
Gemini 3 Flash,1000000,onehop,0,100.0,100.0,100.0
Gemini 3 Flash,1000000,onehop,33,100.0,100.0,100.0
Gemini 3 Flash,1000000,onehop,67,100.0,100.0,100.0
Gemini 3 Flash,1000000,onehop,100,100.0,100.0,100.0
Gemini 3 Flash,1000000,twohop,0,100.0,100.0,100.0
Gemini 3 Flash,1000000,twohop,33,75.0,75.0,75.0
Gemini 3 Flash,1000000,twohop,67,100.0,100.0,100.0
Gemini 3 Flash,1000000,twohop,100,100.0,100.0,100.0
o3-mini,10000,onehop,0,100.0,100.0,100.0
o3-mini,10000,onehop,33,87.5,87.5,87.5
o3-mini,10000,onehop,67,75.0,75.0,75.0
o3-mini,10000,onehop,100,75.0,75.0,75.0
o3-mini,10000,twohop,0,100.0,100.0,100.0
o3-mini,10000,twohop,33,37.5,37.5,37.5
o3-mini,10000,twohop,67,75.0,75.0,75.0
o3-mini,10000,twohop,100,50.0,50.0,50.0
o3-mini,20000,onehop,0,100.0,100.0,100.0
o3-mini,20000,onehop,33,75.0,75.0,75.0
o3-mini,20000,onehop,67,75.0,75.0,75.0
