model,context_length,reasoning_hop,needle_id,character,depth,combined_accuracy,answer_accuracy,evidence_accuracy
GPT-4o,450000,onehop,0405,Stuart,33,0.0,0.0,0.0
GPT-4o,450000,onehop,0405,Stuart,67,0.0,0.0,0.0
GPT-4o,450000,onehop,0405,Stuart,100,0.0,0.0,0.0
GPT-4o,450000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-4o,450000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-4o,450000,onehop,0405Inv,Stuart,67,0.0,0.0,0.0
GPT-4o,450000,onehop,0405Inv,Stuart,100,0.0,0.0,0.0
GPT-4o,450000,twohop,0402,Yuki,0,100.0,100.0,100.0
GPT-4o,450000,twohop,0402,Yuki,33,0.0,0.0,0.0
GPT-4o,450000,twohop,0402,Yuki,67,0.0,0.0,0.0
GPT-4o,450000,twohop,0402,Yuki,100,100.0,100.0,100.0
GPT-4o,450000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-4o,450000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-4o,450000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-4o,450000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-4o,450000,twohop,0405,Stuart,0,0.0,0.0,0.0
GPT-4o,450000,twohop,0405,Stuart,33,0.0,0.0,0.0
GPT-4o,450000,twohop,0405,Stuart,67,0.0,0.0,0.0
GPT-4o,450000,twohop,0405,Stuart,100,0.0,0.0,0.0
GPT-4o,450000,twohop,0405Inv,Stuart,0,0.0,0.0,0.0
GPT-4o,450000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
GPT-4o,450000,twohop,0405Inv,Stuart,67,0.0,0.0,0.0
GPT-4o,450000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-4o,500000,onehop,0402,Yuki,0,100.0,100.0,100.0
GPT-4o,500000,onehop,0402,Yuki,33,100.0,100.0,100.0
GPT-4o,500000,onehop,0402,Yuki,67,100.0,100.0,100.0
GPT-4o,500000,onehop,0402,Yuki,100,100.0,100.0,100.0
GPT-4o,500000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-4o,500000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-4o,500000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-4o,500000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-4o,500000,onehop,0405,Stuart,0,100.0,100.0,100.0
GPT-4o,500000,onehop,0405,Stuart,33,0.0,0.0,0.0
GPT-4o,500000,onehop,0405,Stuart,67,0.0,0.0,0.0
GPT-4o,500000,onehop,0405,Stuart,100,0.0,0.0,0.0
GPT-4o,500000,onehop,0405Inv,Stuart,0,0.0,0.0,0.0
GPT-4o,500000,onehop,0405Inv,Stuart,33,33.33,33.33,33.33
GPT-4o,500000,onehop,0405Inv,Stuart,67,0.0,0.0,0.0
GPT-4o,500000,onehop,0405Inv,Stuart,100,0.0,0.0,0.0
GPT-4o,500000,twohop,0402,Yuki,0,100.0,100.0,100.0
GPT-4o,500000,twohop,0402,Yuki,33,100.0,100.0,100.0
GPT-4o,500000,twohop,0402,Yuki,67,100.0,100.0,100.0
GPT-4o,500000,twohop,0402,Yuki,100,100.0,100.0,100.0
GPT-4o,500000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-4o,500000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-4o,500000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-4o,500000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-4o,500000,twohop,0405,Stuart,0,100.0,100.0,100.0
GPT-4o,500000,twohop,0405,Stuart,33,0.0,0.0,0.0
GPT-4o,500000,twohop,0405,Stuart,67,0.0,0.0,0.0
GPT-4o,500000,twohop,0405,Stuart,100,0.0,0.0,0.0
GPT-4o,500000,twohop,0405Inv,Stuart,0,0.0,0.0,0.0
GPT-4o,500000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
GPT-4o,500000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-4o,500000,twohop,0405Inv,Stuart,100,0.0,0.0,0.0
GPT-5,10000,onehop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,10000,onehop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,10000,onehop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,10000,onehop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,10000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,10000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,10000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,10000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,10000,onehop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,10000,onehop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,10000,onehop,0405,Stuart,67,100.0,100.0,100.0
GPT-5,10000,onehop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,10000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,10000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-5,10000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,10000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,10000,twohop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,10000,twohop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,10000,twohop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,10000,twohop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,10000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,10000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,10000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,10000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,10000,twohop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,10000,twohop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,10000,twohop,0405,Stuart,67,0.0,0.0,0.0
GPT-5,10000,twohop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,10000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,10000,twohop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-5,10000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,10000,twohop,0405Inv,Stuart,100,0.0,0.0,0.0
GPT-5,20000,onehop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,20000,onehop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,20000,onehop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,20000,onehop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,20000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,20000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,20000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,20000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,20000,onehop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,20000,onehop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,20000,onehop,0405,Stuart,67,100.0,100.0,100.0
GPT-5,20000,onehop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,20000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,20000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-5,20000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,20000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,20000,twohop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,20000,twohop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,20000,twohop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,20000,twohop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,20000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,20000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,20000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,20000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,20000,twohop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,20000,twohop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,20000,twohop,0405,Stuart,67,100.0,100.0,100.0
GPT-5,20000,twohop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,20000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,20000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
GPT-5,20000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,20000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,30000,onehop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,30000,onehop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,30000,onehop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,30000,onehop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,30000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,30000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,30000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,30000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,30000,onehop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,30000,onehop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,30000,onehop,0405,Stuart,67,100.0,100.0,100.0
GPT-5,30000,onehop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,30000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,30000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-5,30000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,30000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,30000,twohop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,30000,twohop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,30000,twohop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,30000,twohop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,30000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,30000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,30000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,30000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,30000,twohop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,30000,twohop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,30000,twohop,0405,Stuart,67,100.0,100.0,100.0
GPT-5,30000,twohop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,30000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,30000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
GPT-5,30000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,30000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,40000,onehop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,40000,onehop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,40000,onehop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,40000,onehop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,40000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,40000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,40000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,40000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,40000,onehop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,40000,onehop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,40000,onehop,0405,Stuart,67,100.0,100.0,100.0
GPT-5,40000,onehop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,40000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,40000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-5,40000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,40000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,40000,twohop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,40000,twohop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,40000,twohop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,40000,twohop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,40000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,40000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,40000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,40000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,40000,twohop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,40000,twohop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,40000,twohop,0405,Stuart,67,0.0,0.0,0.0
GPT-5,40000,twohop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,40000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,40000,twohop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-5,40000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,40000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,50000,onehop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,50000,onehop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,50000,onehop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,50000,onehop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,50000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,50000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,50000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,50000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,50000,onehop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,50000,onehop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,50000,onehop,0405,Stuart,67,100.0,100.0,100.0
GPT-5,50000,onehop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,50000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,50000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-5,50000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,50000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,50000,twohop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,50000,twohop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,50000,twohop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,50000,twohop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,50000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,50000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,50000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,50000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,50000,twohop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,50000,twohop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,50000,twohop,0405,Stuart,67,100.0,100.0,100.0
GPT-5,50000,twohop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,50000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,50000,twohop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-5,50000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,50000,twohop,0405Inv,Stuart,100,0.0,0.0,0.0
GPT-5,60000,onehop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,60000,onehop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,60000,onehop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,60000,onehop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,60000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,60000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,60000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,60000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,60000,onehop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,60000,onehop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,60000,onehop,0405,Stuart,67,100.0,100.0,100.0
GPT-5,60000,onehop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,60000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,60000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-5,60000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,60000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,60000,twohop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,60000,twohop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,60000,twohop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,60000,twohop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,60000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,60000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,60000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,60000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,60000,twohop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,60000,twohop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,60000,twohop,0405,Stuart,67,100.0,100.0,100.0
GPT-5,60000,twohop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,60000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,60000,twohop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-5,60000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,60000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,70000,onehop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,70000,onehop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,70000,onehop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,70000,onehop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,70000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,70000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,70000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,70000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,70000,onehop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,70000,onehop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,70000,onehop,0405,Stuart,67,100.0,100.0,100.0
GPT-5,70000,onehop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,70000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,70000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-5,70000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,70000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,70000,twohop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,70000,twohop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,70000,twohop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,70000,twohop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,70000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,70000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,70000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,70000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,70000,twohop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,70000,twohop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,70000,twohop,0405,Stuart,67,100.0,100.0,100.0
GPT-5,70000,twohop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,70000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,70000,twohop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-5,70000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,70000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,80000,onehop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,80000,onehop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,80000,onehop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,80000,onehop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,80000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,80000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,80000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,80000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,80000,onehop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,80000,onehop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,80000,onehop,0405,Stuart,67,100.0,100.0,100.0
GPT-5,80000,onehop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,80000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,80000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-5,80000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,80000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,80000,twohop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,80000,twohop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,80000,twohop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,80000,twohop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,80000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,80000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,80000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,80000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,80000,twohop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,80000,twohop,0405,Stuart,33,66.67,66.67,66.67
GPT-5,80000,twohop,0405,Stuart,67,100.0,100.0,100.0
GPT-5,80000,twohop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,80000,twohop,0405Inv,Stuart,0,0.0,0.0,0.0
GPT-5,80000,twohop,0405Inv,Stuart,33,33.33,33.33,33.33
GPT-5,80000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,80000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,90000,onehop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,90000,onehop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,90000,onehop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,90000,onehop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,90000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,90000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,90000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,90000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,90000,onehop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,90000,onehop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,90000,onehop,0405,Stuart,67,100.0,100.0,100.0
GPT-5,90000,onehop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,90000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,90000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-5,90000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,90000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,90000,twohop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,90000,twohop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,90000,twohop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,90000,twohop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,90000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,90000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,90000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,90000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,90000,twohop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,90000,twohop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,90000,twohop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,90000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,90000,twohop,0405Inv,Stuart,33,66.67,66.67,66.67
GPT-5,90000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,90000,twohop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,100000,onehop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,100000,onehop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,100000,onehop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,100000,onehop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,100000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,100000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,100000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,100000,onehop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,100000,onehop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,100000,onehop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,100000,onehop,0405,Stuart,67,100.0,100.0,100.0
GPT-5,100000,onehop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,100000,onehop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,100000,onehop,0405Inv,Stuart,33,100.0,100.0,100.0
GPT-5,100000,onehop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,100000,onehop,0405Inv,Stuart,100,100.0,100.0,100.0
GPT-5,100000,twohop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,100000,twohop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,100000,twohop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,100000,twohop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,100000,twohop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,100000,twohop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,100000,twohop,0402Inv,Yuki,67,100.0,100.0,100.0
GPT-5,100000,twohop,0402Inv,Yuki,100,100.0,100.0,100.0
GPT-5,100000,twohop,0405,Stuart,0,100.0,100.0,100.0
GPT-5,100000,twohop,0405,Stuart,33,100.0,100.0,100.0
GPT-5,100000,twohop,0405,Stuart,100,100.0,100.0,100.0
GPT-5,100000,twohop,0405Inv,Stuart,0,100.0,100.0,100.0
GPT-5,100000,twohop,0405Inv,Stuart,33,0.0,0.0,0.0
GPT-5,100000,twohop,0405Inv,Stuart,67,100.0,100.0,100.0
GPT-5,100000,twohop,0405Inv,Stuart,100,0.0,0.0,0.0
GPT-5,150000,onehop,0402,Yuki,0,100.0,100.0,100.0
GPT-5,150000,onehop,0402,Yuki,33,100.0,100.0,100.0
GPT-5,150000,onehop,0402,Yuki,67,100.0,100.0,100.0
GPT-5,150000,onehop,0402,Yuki,100,100.0,100.0,100.0
GPT-5,150000,onehop,0402Inv,Yuki,0,100.0,100.0,100.0
GPT-5,150000,onehop,0402Inv,Yuki,33,100.0,100.0,100.0
GPT-5,150000,onehop,0402Inv,Yuki,67,100.0,100.0,100.0
